,Brand,Processor,RAM,Storage,GPU,ScreenSize,Resolution,BatteryLife,Weight,Operating System,Price,ProcessorBrand,GPUBrand,GPU_Model,GPUreleaseYear
4817,Dell,Intel i9,32,2TB SSD,Nvidia RTX 3080,17.3,1366x768,10.4,2.87,Windows,2465.06,Intel,Nvidia,RTX 3080,2020
4819,Asus,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,10.3,1.29,FreeDOS,2709.04,AMD,Nvidia,RTX 3060,2021
4820,Asus,Intel i5,64,1TB SSD,Nvidia GTX 1650,14.0,1920x1080,8.3,3.34,macOS,2456.48,Intel,Nvidia,GTX 1650,2019
4821,Lenovo,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,13.3,2560x1440,8.9,2.34,macOS,2825.46,AMD,Nvidia,RTX 3080,2020
4822,Samsung,AMD Ryzen 7,64,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,5.0,2.85,FreeDOS,5530.54,AMD,AMD Radeon,RX 6600,2021
4823,Asus,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3060,16.0,1366x768,10.2,3.07,macOS,2564.78,AMD,Nvidia,RTX 3060,2021
4824,Microsoft,AMD Ryzen 3,8,1TB SSD,Integrated,14.0,1920x1080,4.5,1.67,macOS,588.33,AMD,Integrata,,2019
4826,Samsung,Intel i5,32,512GB SSD,Nvidia RTX 3060,17.3,1366x768,9.1,3.22,macOS,1532.19,Intel,Nvidia,RTX 3060,2021
4827,Dell,Intel i9,64,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,10.0,1.76,FreeDOS,5494.43,Intel,AMD Radeon,RX 6800,2020
4828,Lenovo,AMD Ryzen 7,32,1TB HDD,Nvidia,17.3,1366x768,11.5,3.05,Linux,1104.26,AMD,Nvidia,,2020
4829,Asus,Intel i3,32,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,4.2,2.32,macOS,1875.65,Intel,Nvidia,GTX 1650,2019
4830,Lenovo,AMD Ryzen 7,64,1TB HDD,Nvidia,17.3,1920x1080,11.5,2.66,FreeDOS,1947.92,AMD,Nvidia,,2021
4832,Lenovo,Intel i7,8,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,11.3,2.55,macOS,1658.0,Intel,Nvidia,GTX 1650,2019
4833,Lenovo,AMD Ryzen 7,64,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,10.6,1.36,Windows,3965.59,AMD,Nvidia,GTX 1650,2019
4834,Razer,AMD Ryzen 7,64,1TB HDD,Nvidia,15.6,1920x1080,7.5,2.37,Windows,2622.57,AMD,Nvidia,,2020
4835,Samsung,Intel i3,64,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,9.8,1.27,macOS,1463.92,Intel,AMD Radeon,RX 6800,2020
4836,Asus,Intel i9,64,1TB HDD,Nvidia RTX 2060,13.3,3840x2160,6.0,1.7,Windows,5417.89,Intel,Nvidia,RTX 2060,2019
4838,Asus,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,4.0,2.06,FreeDOS,1384.31,AMD,AMD Radeon,RX 6600,2021
4839,HP,Intel i5,16,256GB SSD,Nvidia,16.0,3840x2160,4.2,2.97,FreeDOS,1492.76,Intel,Nvidia,,2019
4840,Razer,AMD Ryzen 5,4,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,8.7,1.54,macOS,1329.31,AMD,Nvidia,GTX 1650,2019
4841,Acer,AMD Ryzen 7,8,512GB SSD,Nvidia,17.3,2560x1440,4.1,2.42,macOS,1295.02,AMD,Nvidia,,2021
4842,Microsoft,Intel i7,64,1TB SSD,Nvidia GTX 1650,17.3,2560x1440,5.8,2.56,Linux,4166.47,Intel,Nvidia,GTX 1650,2019
4844,Microsoft,Intel i7,16,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,4.2,2.83,Windows,1870.63,Intel,AMD Radeon,RX 6600,2021
4845,Asus,AMD Ryzen 5,16,512GB SSD,Nvidia RTX 3080,15.6,3840x2160,9.0,2.43,FreeDOS,2049.65,AMD,Nvidia,RTX 3080,2020
4846,Razer,AMD Ryzen 5,32,1TB SSD,Nvidia,14.0,3840x2160,4.4,3.29,FreeDOS,2400.08,AMD,Nvidia,,2019
4847,Acer,AMD Ryzen 5,4,1TB SSD,Nvidia GTX 1650,14.0,1920x1080,6.6,2.75,Windows,777.51,AMD,Nvidia,GTX 1650,2019
4848,Asus,Intel i9,32,256GB SSD,AMD Radeon RX 6600,14.0,3840x2160,8.6,3.01,FreeDOS,4503.47,Intel,AMD Radeon,RX 6600,2021
4849,Lenovo,AMD Ryzen 3,4,1TB HDD,Nvidia,14.0,3840x2160,10.6,3.34,macOS,772.09,AMD,Nvidia,,2020
4850,Acer,Intel i7,16,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.9,1.26,Windows,2744.43,Intel,AMD Radeon,RX 6600,2021
4851,Razer,Intel i3,16,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,10.0,3.12,macOS,1901.96,Intel,Nvidia,GTX 1650,2019
4852,Asus,AMD Ryzen 5,4,1TB SSD,Nvidia,16.0,3840x2160,7.9,2.04,FreeDOS,1106.25,AMD,Nvidia,,2020
4853,Asus,Intel i7,32,1TB SSD,Nvidia RTX 3060,13.3,1920x1080,10.0,2.47,macOS,2091.44,Intel,Nvidia,RTX 3060,2021
4854,Dell,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,8.8,2.86,FreeDOS,1766.27,AMD,AMD Radeon,RX 6800,2020
4855,Lenovo,AMD Ryzen 3,32,2TB SSD,AMD Radeon RX 6600,17.3,2560x1440,6.2,2.55,Linux,1764.82,AMD,AMD Radeon,RX 6600,2021
4856,Dell,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 3080,16.0,1366x768,7.8,2.21,Windows,1579.49,AMD,Nvidia,RTX 3080,2020
4857,Acer,Intel i5,32,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,8.3,1.78,FreeDOS,1669.79,Intel,Nvidia,RTX 3060,2021
4858,Dell,Intel i9,32,2TB SSD,AMD Radeon RX 6600,13.3,1366x768,7.1,1.81,Windows,2119.22,Intel,AMD Radeon,RX 6600,2021
4859,HP,AMD Ryzen 9,64,512GB SSD,Nvidia,16.0,1920x1080,10.0,1.3,Linux,2892.69,AMD,Nvidia,,2021
4860,Asus,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,4.1,2.09,Linux,5433.56,AMD,AMD Radeon,RX 6800,2020
4861,Razer,AMD Ryzen 3,16,1TB HDD,Nvidia GTX 1650,16.0,1366x768,10.9,2.27,Linux,1171.84,AMD,Nvidia,GTX 1650,2019
4862,Razer,Intel i7,32,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,11.1,2.19,macOS,4454.55,Intel,Nvidia,RTX 3060,2021
4863,Dell,Intel i7,16,2TB SSD,Nvidia GTX 1650,16.0,1366x768,11.8,1.62,macOS,1516.19,Intel,Nvidia,GTX 1650,2019
4864,MSI,Intel i5,32,512GB SSD,Nvidia RTX 3080,15.6,1366x768,5.4,2.29,macOS,1982.49,Intel,Nvidia,RTX 3080,2020
4865,MSI,Intel i3,4,512GB SSD,Nvidia RTX 2060,15.6,1366x768,9.8,2.28,Windows,886.46,Intel,Nvidia,RTX 2060,2019
4866,MSI,Intel i3,16,512GB SSD,AMD Radeon RX 6800,16.0,3840x2160,6.7,1.84,Linux,2404.32,Intel,AMD Radeon,RX 6800,2020
4868,Samsung,Intel i5,4,256GB SSD,Nvidia RTX 3080,13.3,1920x1080,11.5,3.08,Windows,1053.57,Intel,Nvidia,RTX 3080,2020
4869,Microsoft,AMD Ryzen 3,8,2TB SSD,Integrated,15.6,1920x1080,4.1,3.02,macOS,679.8,AMD,Integrata,,2019
4870,Acer,AMD Ryzen 3,64,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,7.5,2.31,macOS,3648.38,AMD,AMD Radeon,RX 6600,2021
4871,Dell,Intel i9,16,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,8.0,2.88,FreeDOS,2453.58,Intel,Nvidia,RTX 3080,2020
4872,Asus,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,8.7,2.78,FreeDOS,2219.95,AMD,Nvidia,RTX 3080,2020
4873,Dell,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,15.6,1366x768,7.9,2.72,Linux,756.93,AMD,AMD Radeon,RX 6600,2021
4874,Samsung,AMD Ryzen 7,16,1TB HDD,Nvidia GTX 1650,17.3,1366x768,6.0,2.16,Linux,1262.34,AMD,Nvidia,GTX 1650,2019
4875,Asus,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6600,13.3,2560x1440,7.1,2.15,Linux,797.37,AMD,AMD Radeon,RX 6600,2021
4876,Lenovo,Intel i5,4,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,4.1,3.44,FreeDOS,1185.35,Intel,AMD Radeon,RX 6800,2020
4878,Asus,Intel i9,32,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,11.8,2.05,FreeDOS,3643.58,Intel,Nvidia,RTX 3060,2021
4879,Samsung,Intel i7,64,512GB SSD,Nvidia RTX 3080,15.6,1920x1080,5.2,1.81,macOS,3124.9,Intel,Nvidia,RTX 3080,2020
4880,Samsung,Intel i7,64,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,5.1,2.4,Windows,2332.01,Intel,AMD Radeon,RX 6800,2020
4881,Lenovo,Intel i3,8,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,6.6,2.54,macOS,1232.73,Intel,Nvidia,RTX 2060,2019
4882,Dell,Intel i3,64,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,9.9,3.09,macOS,2705.63,Intel,Nvidia,RTX 3080,2020
4883,HP,Intel i3,4,256GB SSD,Nvidia RTX 3060,16.0,1366x768,7.4,1.94,FreeDOS,613.36,Intel,Nvidia,RTX 3060,2021
4884,Asus,Intel i5,32,512GB SSD,Nvidia,13.3,3840x2160,9.8,1.89,Linux,1648.12,Intel,Nvidia,,2021
4888,Lenovo,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3080,14.0,1366x768,4.5,3.26,Linux,1315.1,AMD,Nvidia,RTX 3080,2020
4889,Acer,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,11.8,1.96,Windows,2722.37,AMD,Nvidia,GTX 1650,2019
4890,Acer,Intel i5,32,1TB SSD,AMD Radeon RX 6800,14.0,2560x1440,6.0,1.81,FreeDOS,1933.15,Intel,AMD Radeon,RX 6800,2020
4891,Acer,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3060,13.3,3840x2160,9.8,2.8,macOS,2135.51,AMD,Nvidia,RTX 3060,2021
4892,Acer,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3060,17.3,1366x768,9.4,1.22,Linux,1069.57,AMD,Nvidia,RTX 3060,2021
4893,Asus,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,16.0,1920x1080,9.3,2.93,Windows,1374.07,AMD,Nvidia,RTX 3080,2020
4894,HP,Intel i7,64,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,11.4,1.21,macOS,3928.18,Intel,AMD Radeon,RX 6800,2020
4895,Samsung,AMD Ryzen 9,4,256GB SSD,Nvidia RTX 2060,14.0,1366x768,9.7,3.2,FreeDOS,1337.41,AMD,Nvidia,RTX 2060,2019
4896,MSI,AMD Ryzen 7,32,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,8.8,3.07,Windows,4375.75,AMD,AMD Radeon,RX 6800,2020
4897,Samsung,Intel i9,8,1TB HDD,Nvidia,16.0,1366x768,5.7,3.2,macOS,979.29,Intel,Nvidia,,2021
4898,Asus,Intel i9,32,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,10.8,1.87,Linux,2248.76,Intel,Nvidia,RTX 2060,2019
4899,Dell,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,10.0,2.5,macOS,1815.04,AMD,Nvidia,RTX 2060,2019
4900,HP,Intel i3,16,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,5.7,2.59,Windows,1342.17,Intel,Nvidia,RTX 2060,2019
4901,HP,AMD Ryzen 9,8,2TB SSD,Nvidia GTX 1650,13.3,1366x768,7.8,2.0,FreeDOS,1343.62,AMD,Nvidia,GTX 1650,2019
4902,MSI,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,8.9,3.41,Linux,2862.02,AMD,Nvidia,RTX 3080,2020
4903,Asus,Intel i9,16,512GB SSD,Nvidia RTX 3080,15.6,1366x768,4.7,2.29,Linux,1846.68,Intel,Nvidia,RTX 3080,2020
4904,Razer,AMD Ryzen 3,64,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,8.2,2.26,macOS,2498.4,AMD,AMD Radeon,RX 6800,2020
4905,MSI,Intel i7,32,2TB SSD,AMD Radeon RX 6800,15.6,1366x768,9.6,1.28,Linux,2284.72,Intel,AMD Radeon,RX 6800,2020
4909,Microsoft,AMD Ryzen 5,32,1TB SSD,Nvidia,17.3,2560x1440,8.8,1.63,Linux,1481.24,AMD,Nvidia,,2021
4910,Acer,AMD Ryzen 9,4,256GB SSD,Nvidia RTX 2060,16.0,1366x768,9.0,2.14,FreeDOS,1269.45,AMD,Nvidia,RTX 2060,2019
4913,Lenovo,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6800,15.6,3840x2160,6.6,1.43,macOS,2656.8,AMD,AMD Radeon,RX 6800,2020
4914,Lenovo,Intel i3,8,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,6.5,3.0,macOS,1383.56,Intel,Nvidia,GTX 1650,2019
4915,Microsoft,Intel i9,32,2TB SSD,Nvidia RTX 2060,14.0,1920x1080,5.6,3.44,Windows,2701.54,Intel,Nvidia,RTX 2060,2019
4916,Lenovo,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,13.3,3840x2160,7.0,2.18,Windows,1949.79,AMD,Nvidia,RTX 3080,2020
4917,Asus,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6600,17.3,2560x1440,9.2,1.68,FreeDOS,1788.57,AMD,AMD Radeon,RX 6600,2021
4918,Dell,Intel i7,4,1TB SSD,AMD Radeon RX 6600,14.0,3840x2160,11.2,3.11,Linux,1761.54,Intel,AMD Radeon,RX 6600,2021
4919,Dell,Intel i7,8,256GB SSD,Nvidia GTX 1650,17.3,1366x768,10.3,1.25,Linux,1240.09,Intel,Nvidia,GTX 1650,2019
4920,Razer,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,7.7,1.73,Windows,4557.07,AMD,Nvidia,RTX 3080,2020
4921,Lenovo,Intel i5,16,1TB HDD,Nvidia,14.0,3840x2160,7.8,2.51,Windows,1225.86,Intel,Nvidia,,2020
4922,MSI,Intel i3,8,512GB SSD,AMD Radeon RX 6600,15.6,1920x1080,10.0,1.81,Windows,1223.81,Intel,AMD Radeon,RX 6600,2021
4923,Asus,Intel i3,16,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,5.9,2.55,macOS,1972.16,Intel,Nvidia,RTX 2060,2019
4924,Razer,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 2060,14.0,3840x2160,4.2,2.01,Linux,5456.37,AMD,Nvidia,RTX 2060,2019
4925,Microsoft,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,14.0,1920x1080,5.1,3.36,FreeDOS,2096.5,AMD,Nvidia,GTX 1650,2019
4926,Razer,Intel i5,16,1TB SSD,AMD Radeon RX 6600,16.0,1366x768,11.5,2.69,Linux,1418.68,Intel,AMD Radeon,RX 6600,2021
4927,Samsung,Intel i9,8,1TB HDD,Nvidia GTX 1650,17.3,1366x768,9.5,3.12,FreeDOS,1364.4,Intel,Nvidia,GTX 1650,2019
4928,Lenovo,AMD Ryzen 9,64,256GB SSD,Nvidia,14.0,1366x768,10.7,1.62,macOS,2298.41,AMD,Nvidia,,2019
4929,MSI,Intel i9,32,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,6.6,3.29,FreeDOS,4841.45,Intel,Nvidia,RTX 3060,2021
4930,Asus,Intel i5,16,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,5.9,1.42,Windows,1220.84,Intel,AMD Radeon,RX 6600,2021
4931,Dell,Intel i7,8,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,7.3,1.7,macOS,2101.1,Intel,Nvidia,RTX 2060,2019
4932,Dell,AMD Ryzen 9,16,512GB SSD,Nvidia GTX 1650,16.0,1366x768,5.0,2.85,FreeDOS,1947.02,AMD,Nvidia,GTX 1650,2019
4933,Samsung,AMD Ryzen 9,8,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,9.8,1.72,Windows,1812.06,AMD,AMD Radeon,RX 6600,2021
4935,HP,Intel i5,8,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,9.6,2.95,macOS,1829.92,Intel,Nvidia,RTX 3080,2020
4936,Lenovo,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,17.3,3840x2160,8.5,1.33,macOS,4455.27,AMD,Nvidia,RTX 3080,2020
4937,Microsoft,Intel i3,64,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,11.4,1.83,Windows,2591.02,Intel,AMD Radeon,RX 6600,2021
4938,Microsoft,AMD Ryzen 9,64,1TB SSD,Nvidia,17.3,2560x1440,4.2,2.79,Linux,3724.45,AMD,Nvidia,,2020
4939,Samsung,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3080,17.3,1920x1080,9.1,3.47,Windows,1757.01,AMD,Nvidia,RTX 3080,2020
4940,Lenovo,Intel i3,8,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,10.5,3.13,Linux,1047.27,Intel,Nvidia,RTX 2060,2019
4941,Samsung,Intel i3,16,512GB SSD,Nvidia RTX 3080,16.0,2560x1440,5.5,1.96,Windows,1293.16,Intel,Nvidia,RTX 3080,2020
4942,MSI,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 3060,14.0,1366x768,6.3,2.37,FreeDOS,1098.39,AMD,Nvidia,RTX 3060,2021
4943,Microsoft,Intel i3,64,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,8.5,1.3,macOS,3733.36,Intel,AMD Radeon,RX 6600,2021
4944,MSI,AMD Ryzen 9,64,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,11.2,1.85,Linux,5136.21,AMD,AMD Radeon,RX 6600,2021
4945,Microsoft,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 2060,13.3,1366x768,8.8,2.09,macOS,1654.69,AMD,Nvidia,RTX 2060,2019
4946,Microsoft,Intel i5,32,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.7,2.71,FreeDOS,1868.33,Intel,AMD Radeon,RX 6600,2021
4947,Dell,Intel i7,32,1TB SSD,Nvidia RTX 3080,13.3,1366x768,4.0,2.05,macOS,1534.45,Intel,Nvidia,RTX 3080,2020
4948,Dell,Intel i7,32,512GB SSD,Nvidia RTX 2060,13.3,1920x1080,6.5,3.3,FreeDOS,1982.77,Intel,Nvidia,RTX 2060,2019
4949,Microsoft,AMD Ryzen 5,32,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,5.3,1.32,macOS,2309.94,AMD,AMD Radeon,RX 6600,2021
4950,MSI,Intel i7,8,2TB SSD,AMD Radeon RX 6600,16.0,1920x1080,4.7,3.26,macOS,1721.7,Intel,AMD Radeon,RX 6600,2021
4951,Razer,AMD Ryzen 9,4,1TB SSD,Nvidia GTX 1650,16.0,1366x768,10.9,2.01,FreeDOS,1866.21,AMD,Nvidia,GTX 1650,2019
4952,Microsoft,Intel i9,16,256GB SSD,Nvidia RTX 3080,15.6,2560x1440,5.9,3.47,Windows,2824.02,Intel,Nvidia,RTX 3080,2020
4953,Microsoft,Intel i5,64,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,11.6,1.57,macOS,2846.63,Intel,AMD Radeon,RX 6800,2020
4954,HP,Intel i5,64,1TB HDD,AMD Radeon RX 6600,15.6,3840x2160,10.9,1.31,macOS,3609.66,Intel,AMD Radeon,RX 6600,2021
4955,Razer,Intel i7,8,256GB SSD,Nvidia,15.6,3840x2160,11.9,3.09,Windows,1997.95,Intel,Nvidia,,2019
4956,Asus,AMD Ryzen 3,64,256GB SSD,Nvidia,13.3,1366x768,8.0,2.71,Linux,1016.66,AMD,Nvidia,,2021
4957,Microsoft,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,5.5,2.12,Windows,1079.79,AMD,Nvidia,RTX 3080,2020
4959,MSI,Intel i9,4,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,7.9,2.16,FreeDOS,2545.24,Intel,Nvidia,RTX 2060,2019
4960,Asus,Intel i7,32,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,8.4,1.4,Linux,2040.2,Intel,AMD Radeon,RX 6800,2020
4962,Acer,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,4.1,1.75,macOS,1938.47,AMD,Nvidia,RTX 3080,2020
4963,Asus,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,17.3,2560x1440,10.2,2.73,Windows,1440.4,AMD,Nvidia,RTX 3080,2020
4964,Dell,Intel i7,16,512GB SSD,Nvidia RTX 3060,15.6,2560x1440,6.0,1.7,FreeDOS,1911.58,Intel,Nvidia,RTX 3060,2021
4965,Samsung,AMD Ryzen 9,4,256GB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.6,1.76,Linux,1980.0,AMD,AMD Radeon,RX 6800,2020
4966,Razer,AMD Ryzen 9,16,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,4.6,1.54,macOS,5172.93,AMD,Nvidia,RTX 3080,2020
4967,MSI,Intel i7,8,1TB HDD,Nvidia,15.6,1366x768,5.3,3.12,Linux,797.29,Intel,Nvidia,,2019
4968,Dell,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,7.4,1.82,Windows,1157.21,AMD,AMD Radeon,RX 6800,2020
4969,HP,Intel i7,16,1TB SSD,Nvidia GTX 1650,16.0,3840x2160,5.6,2.0,Linux,2696.5,Intel,Nvidia,GTX 1650,2019
4970,Razer,AMD Ryzen 9,64,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,11.5,2.67,macOS,6066.19,AMD,AMD Radeon,RX 6600,2021
4971,Lenovo,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,7.2,1.71,Linux,1950.88,AMD,Nvidia,RTX 3080,2020
4972,Acer,Intel i3,16,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,5.8,2.88,FreeDOS,1457.25,Intel,Nvidia,RTX 2060,2019
4973,Samsung,Intel i5,4,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,6.8,1.53,FreeDOS,1129.25,Intel,Nvidia,RTX 3060,2021
4974,Acer,Intel i7,8,1TB SSD,Nvidia,17.3,1920x1080,10.7,1.43,FreeDOS,1036.04,Intel,Nvidia,,2019
4975,Dell,Intel i7,64,1TB SSD,Nvidia,14.0,2560x1440,8.4,1.66,Linux,2442.41,Intel,Nvidia,,2019
4976,Dell,Intel i9,8,1TB SSD,Nvidia GTX 1650,14.0,1366x768,8.8,1.33,Linux,1343.87,Intel,Nvidia,GTX 1650,2019
4977,Asus,Intel i3,4,256GB SSD,Integrated,15.6,1366x768,9.8,2.22,Linux,572.11,Intel,Integrata,,2020
4978,Razer,AMD Ryzen 7,4,1TB SSD,Nvidia,13.3,2560x1440,8.6,3.14,Windows,1213.59,AMD,Nvidia,,2021
4979,Samsung,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,5.2,3.49,Linux,686.97,AMD,AMD Radeon,RX 6600,2021
4980,Asus,Intel i3,64,512GB SSD,Nvidia,17.3,3840x2160,10.3,1.44,Linux,2292.16,Intel,Nvidia,,2019
4981,Razer,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,6.1,2.2,FreeDOS,3272.01,AMD,Nvidia,RTX 3080,2020
4982,Acer,Intel i7,8,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,11.4,1.27,Linux,1594.21,Intel,Nvidia,RTX 3080,2020
4984,MSI,Intel i9,32,256GB SSD,Nvidia,14.0,2560x1440,7.9,3.4,FreeDOS,3005.64,Intel,Nvidia,,2019
4986,Lenovo,AMD Ryzen 9,4,2TB SSD,Nvidia,14.0,2560x1440,9.1,3.38,Linux,1270.56,AMD,Nvidia,,2019
4987,Lenovo,Intel i7,16,1TB HDD,Nvidia RTX 3060,13.3,2560x1440,11.3,2.75,FreeDOS,1575.72,Intel,Nvidia,RTX 3060,2021
4988,Dell,Intel i3,16,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,5.2,2.58,macOS,1913.87,Intel,Nvidia,RTX 3060,2021
4989,Microsoft,Intel i7,4,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,10.8,2.72,macOS,1254.43,Intel,AMD Radeon,RX 6800,2020
4990,HP,Intel i3,8,1TB HDD,Integrated,16.0,2560x1440,6.9,2.1,Linux,612.99,Intel,Integrata,,2021
4991,MSI,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.6,2.34,Linux,3639.57,AMD,AMD Radeon,RX 6600,2021
4992,Samsung,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 2060,13.3,1920x1080,5.3,1.34,Windows,1198.42,AMD,Nvidia,RTX 2060,2019
4993,Acer,AMD Ryzen 9,8,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,7.5,2.31,Windows,1871.95,AMD,AMD Radeon,RX 6800,2020
4994,HP,Intel i9,8,2TB SSD,Nvidia GTX 1650,16.0,1366x768,8.1,2.65,Linux,1539.94,Intel,Nvidia,GTX 1650,2019
4995,Lenovo,Intel i5,4,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,9.5,2.49,Windows,1211.0,Intel,Nvidia,RTX 2060,2019
4997,HP,Intel i3,32,2TB SSD,AMD Radeon RX 6600,16.0,2560x1440,5.7,2.35,Linux,1715.74,Intel,AMD Radeon,RX 6600,2021
4998,Samsung,Intel i7,64,1TB HDD,Nvidia GTX 1650,17.3,1366x768,8.0,1.81,FreeDOS,2267.98,Intel,Nvidia,GTX 1650,2019
4999,Lenovo,Intel i3,16,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,4.8,2.2,Windows,871.71,Intel,AMD Radeon,RX 6800,2020
5000,Asus,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3060,14.0,2560x1440,10.7,3.06,Linux,1972.18,AMD,Nvidia,RTX 3060,2021
5001,Microsoft,Intel i3,32,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,4.2,2.86,FreeDOS,1990.27,Intel,Nvidia,RTX 3060,2021
5002,Dell,AMD Ryzen 3,4,1TB HDD,Integrated,13.3,2560x1440,6.6,1.23,FreeDOS,635.48,AMD,Integrata,,2020
5003,Microsoft,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6600,17.3,1366x768,4.7,3.48,FreeDOS,2316.6,AMD,AMD Radeon,RX 6600,2021
5004,Lenovo,Intel i7,64,256GB SSD,Nvidia GTX 1650,15.6,2560x1440,11.0,1.85,Windows,4204.2,Intel,Nvidia,GTX 1650,2019
5005,Asus,AMD Ryzen 7,16,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.9,1.26,Windows,2606.93,AMD,AMD Radeon,RX 6800,2020
